img_id_A,img_id_B,target
0001a_num5.png,0001b_num4.png,1
0001a_num5.png,0001b_num5.png,1
0001a_num5.png,0001c_num1.png,1
0001a_num5.png,0001c_num2.png,1
0001a_num5.png,0001c_num3.png,1
0001a_num5.png,0001c_num4.png,1
0001a_num5.png,0001c_num5.png,1
0001b_num1.png,0001b_num2.png,1
0001b_num1.png,0001b_num3.png,1
0001b_num1.png,0001b_num4.png,1
0001b_num1.png,0001b_num5.png,1
0001b_num1.png,0001c_num1.png,1
0001b_num1.png,0001c_num2.png,1
0001b_num1.png,0001c_num3.png,1
0001b_num1.png,0001c_num4.png,1
0001b_num1.png,0001c_num5.png,1
0001b_num2.png,0001b_num3.png,1
0001b_num2.png,0001b_num4.png,1
0001b_num2.png,0001b_num5.png,1
0001b_num2.png,0001c_num1.png,1
0001b_num2.png,0001c_num2.png,1
0001b_num2.png,0001c_num3.png,1
0001b_num2.png,0001c_num4.png,1
0001b_num2.png,0001c_num5.png,1
0001b_num3.png,0001b_num4.png,1
0001b_num3.png,0001b_num5.png,1
0001b_num3.png,0001c_num1.png,1
0001b_num3.png,0001c_num2.png,1
0001b_num3.png,0001c_num3.png,1
0001b_num3.png,0001c_num4.png,1
0001b_num3.png,0001c_num5.png,1
0001b_num4.png,0001b_num5.png,1
0001b_num4.png,0001c_num1.png,1
0001b_num4.png,0001c_num2.png,1
0001b_num4.png,0001c_num3.png,1
0001b_num4.png,0001c_num4.png,1
0001b_num4.png,0001c_num5.png,1
0001b_num5.png,0001c_num1.png,1
0001b_num5.png,0001c_num2.png,1
0001b_num5.png,0001c_num3.png,1
0001b_num5.png,0001c_num4.png,1
0001b_num5.png,0001c_num5.png,1
0001c_num1.png,0001c_num2.png,1
0001c_num1.png,0001c_num3.png,1
0001c_num1.png,0001c_num4.png,1
0001c_num1.png,0001c_num5.png,1
0001c_num2.png,0001c_num3.png,1
0001c_num2.png,0001c_num4.png,1
0001c_num2.png,0001c_num5.png,1
0001c_num3.png,0001c_num4.png,1
0001c_num3.png,0001c_num5.png,1
0001c_num4.png,0001c_num5.png,1
0002a_num1.png,0002a_num2.png,1
0002a_num1.png,0002a_num3.png,1
0002a_num1.png,0002a_num4.png,1
0002a_num1.png,0002b_num1.png,1
0002a_num1.png,0002b_num2.png,1
0002a_num1.png,0002b_num3.png,1
0002a_num1.png,0002b_num4.png,1
0002a_num1.png,0002b_num5.png,1
0002a_num1.png,0002b_num6.png,1
0002a_num1.png,0002c_num1.png,1
0002a_num1.png,0002c_num2.png,1
0002a_num1.png,0002c_num3.png,1
0002a_num1.png,0002c_num4.png,1
0002a_num2.png,0002a_num3.png,1
0002a_num2.png,0002a_num4.png,1
0002a_num2.png,0002b_num1.png,1
0002a_num2.png,0002b_num2.png,1
0002a_num2.png,0002b_num3.png,1
0002a_num2.png,0002b_num4.png,1
0002a_num2.png,0002b_num5.png,1
0002a_num2.png,0002b_num6.png,1
0002a_num2.png,0002c_num1.png,1
0002a_num2.png,0002c_num2.png,1
0002a_num2.png,0002c_num3.png,1
0002a_num2.png,0002c_num4.png,1
0002a_num3.png,0002a_num4.png,1
0002a_num3.png,0002b_num1.png,1
0002a_num3.png,0002b_num2.png,1
0002a_num3.png,0002b_num3.png,1
0002a_num3.png,0002b_num4.png,1
0002a_num3.png,0002b_num5.png,1
0002a_num3.png,0002b_num6.png,1
0002a_num3.png,0002c_num1.png,1
0002a_num3.png,0002c_num2.png,1
0002a_num3.png,0002c_num3.png,1
0002a_num3.png,0002c_num4.png,1
0002a_num4.png,0002b_num1.png,1
0002a_num4.png,0002b_num2.png,1
0002a_num4.png,0002b_num3.png,1
0002a_num4.png,0002b_num4.png,1
0002a_num4.png,0002b_num5.png,1
0002a_num4.png,0002b_num6.png,1
0002a_num4.png,0002c_num1.png,1
0002a_num4.png,0002c_num2.png,1
0002a_num4.png,0002c_num3.png,1
0002a_num4.png,0002c_num4.png,1
0002b_num1.png,0002b_num2.png,1
0002b_num1.png,0002b_num3.png,1
0002b_num1.png,0002b_num4.png,1
0002b_num1.png,0002b_num5.png,1
0002b_num1.png,0002b_num6.png,1
0002b_num1.png,0002c_num1.png,1
0002b_num1.png,0002c_num2.png,1
0002b_num1.png,0002c_num3.png,1
0002b_num1.png,0002c_num4.png,1
0002b_num2.png,0002b_num3.png,1
0002b_num2.png,0002b_num4.png,1
0002b_num2.png,0002b_num5.png,1
0002b_num2.png,0002b_num6.png,1
0002b_num2.png,0002c_num1.png,1
0002b_num2.png,0002c_num2.png,1
0002b_num2.png,0002c_num3.png,1
0002b_num2.png,0002c_num4.png,1
0002b_num3.png,0002b_num4.png,1
0002b_num3.png,0002b_num5.png,1
0002b_num3.png,0002b_num6.png,1
0002b_num3.png,0002c_num1.png,1
0002b_num3.png,0002c_num2.png,1
0002b_num3.png,0002c_num3.png,1
0002b_num3.png,0002c_num4.png,1
0002b_num4.png,0002b_num5.png,1
0002b_num4.png,0002b_num6.png,1
0002b_num4.png,0002c_num1.png,1
0002b_num4.png,0002c_num2.png,1
0002b_num4.png,0002c_num3.png,1
0002b_num4.png,0002c_num4.png,1
0002b_num5.png,0002b_num6.png,1
0002b_num5.png,0002c_num1.png,1
0002b_num5.png,0002c_num2.png,1
0002b_num5.png,0002c_num3.png,1
0002b_num5.png,0002c_num4.png,1
0002b_num6.png,0002c_num1.png,1
0002b_num6.png,0002c_num2.png,1
0002b_num6.png,0002c_num3.png,1
0002b_num6.png,0002c_num4.png,1
0002c_num1.png,0002c_num2.png,1
0002c_num1.png,0002c_num3.png,1
0002c_num1.png,0002c_num4.png,1
0002c_num2.png,0002c_num3.png,1
0002c_num2.png,0002c_num4.png,1
0002c_num3.png,0002c_num4.png,1
0003a_num1.png,0003a_num2.png,1
0003a_num1.png,0003a_num3.png,1
0003a_num1.png,0003b_num1.png,1
0003a_num1.png,0003b_num2.png,1
0003a_num1.png,0003b_num4.png,1
0003a_num1.png,0003c_num1.png,1
0003a_num1.png,0003c_num2.png,1
0003a_num1.png,0003c_num3.png,1
0003a_num2.png,0003a_num3.png,1
0003a_num2.png,0003b_num1.png,1
0003a_num2.png,0003b_num2.png,1
0003a_num2.png,0003b_num4.png,1
0003a_num2.png,0003c_num1.png,1
0003a_num2.png,0003c_num2.png,1
0003a_num2.png,0003c_num3.png,1
0003a_num3.png,0003b_num1.png,1
0003a_num3.png,0003b_num2.png,1
0003a_num3.png,0003b_num4.png,1
0003a_num3.png,0003c_num1.png,1
0003a_num3.png,0003c_num2.png,1
0003a_num3.png,0003c_num3.png,1
0003b_num1.png,0003b_num2.png,1
0003b_num1.png,0003b_num4.png,1
0003b_num1.png,0003c_num1.png,1
0003b_num1.png,0003c_num2.png,1
0003b_num1.png,0003c_num3.png,1
0003b_num2.png,0003b_num4.png,1
0003b_num2.png,0003c_num1.png,1
0003b_num2.png,0003c_num2.png,1
0003b_num2.png,0003c_num3.png,1
0003b_num4.png,0003c_num1.png,1
0003b_num4.png,0003c_num2.png,1
0003b_num4.png,0003c_num3.png,1
0003c_num1.png,0003c_num2.png,1
0003c_num1.png,0003c_num3.png,1
0003c_num2.png,0003c_num3.png,1
0004a_num2.png,0004a_num3.png,1
0004a_num2.png,0004a_num5.png,1
0004a_num2.png,0004a_num6.png,1
0004a_num2.png,0004a_num7.png,1
0004a_num2.png,0004aa_num1.png,1
0004a_num2.png,0004b_num1.png,1
0004a_num2.png,0004b_num2.png,1
0004a_num2.png,0004b_num3.png,1
0004a_num2.png,0004bb_num1.png,1
0004a_num2.png,0004c_num1.png,1
0004a_num2.png,0004c_num2.png,1
0004a_num2.png,0004c_num3.png,1
0004a_num2.png,0004c_num4.png,1
0004a_num2.png,0004cc_num1.png,1
0004a_num3.png,0004a_num5.png,1
0004a_num3.png,0004a_num6.png,1
0004a_num3.png,0004a_num7.png,1
0004a_num3.png,0004aa_num1.png,1
0004a_num3.png,0004b_num1.png,1
0004a_num3.png,0004b_num2.png,1
0004a_num3.png,0004b_num3.png,1
0004a_num3.png,0004bb_num1.png,1
0004a_num3.png,0004c_num1.png,1
0004a_num3.png,0004c_num2.png,1
0004a_num3.png,0004c_num3.png,1
0004a_num3.png,0004c_num4.png,1
0004a_num3.png,0004cc_num1.png,1
0004a_num5.png,0004a_num6.png,1
0004a_num5.png,0004a_num7.png,1
0004a_num5.png,0004aa_num1.png,1
0004a_num5.png,0004b_num1.png,1
0004a_num5.png,0004b_num2.png,1
0004a_num5.png,0004b_num3.png,1
0004a_num5.png,0004bb_num1.png,1
0004a_num5.png,0004c_num1.png,1
0004a_num5.png,0004c_num2.png,1
0004a_num5.png,0004c_num3.png,1
0004a_num5.png,0004c_num4.png,1
0004a_num5.png,0004cc_num1.png,1
0004a_num6.png,0004a_num7.png,1
0004a_num6.png,0004aa_num1.png,1
0004a_num6.png,0004b_num1.png,1
0004a_num6.png,0004b_num2.png,1
0004a_num6.png,0004b_num3.png,1
0004a_num6.png,0004bb_num1.png,1
0004a_num6.png,0004c_num1.png,1
0004a_num6.png,0004c_num2.png,1
0004a_num6.png,0004c_num3.png,1
0004a_num6.png,0004c_num4.png,1
0004a_num6.png,0004cc_num1.png,1
0004a_num7.png,0004aa_num1.png,1
0004a_num7.png,0004b_num1.png,1
0004a_num7.png,0004b_num2.png,1
0004a_num7.png,0004b_num3.png,1
0004a_num7.png,0004bb_num1.png,1
0004a_num7.png,0004c_num1.png,1
0004a_num7.png,0004c_num2.png,1
0004a_num7.png,0004c_num3.png,1
0004a_num7.png,0004c_num4.png,1
0004a_num7.png,0004cc_num1.png,1
0004aa_num1.png,0004b_num1.png,1
0004aa_num1.png,0004b_num2.png,1
0004aa_num1.png,0004b_num3.png,1
0004aa_num1.png,0004bb_num1.png,1
0004aa_num1.png,0004c_num1.png,1
0004aa_num1.png,0004c_num2.png,1
0004aa_num1.png,0004c_num3.png,1
0004aa_num1.png,0004c_num4.png,1
0004aa_num1.png,0004cc_num1.png,1
0004b_num1.png,0004b_num2.png,1
0004b_num1.png,0004b_num3.png,1
0004b_num1.png,0004bb_num1.png,1
0004b_num1.png,0004c_num1.png,1
0004b_num1.png,0004c_num2.png,1
0004b_num1.png,0004c_num3.png,1
0004b_num1.png,0004c_num4.png,1
0004b_num1.png,0004cc_num1.png,1
0004b_num2.png,0004b_num3.png,1
0004b_num2.png,0004bb_num1.png,1
0004b_num2.png,0004c_num1.png,1
0004b_num2.png,0004c_num2.png,1
0004b_num2.png,0004c_num3.png,1
0004b_num2.png,0004c_num4.png,1
0004b_num2.png,0004cc_num1.png,1
0004b_num3.png,0004bb_num1.png,1
0004b_num3.png,0004c_num1.png,1
0004b_num3.png,0004c_num2.png,1
0004b_num3.png,0004c_num3.png,1
0004b_num3.png,0004c_num4.png,1
0004b_num3.png,0004cc_num1.png,1
0004bb_num1.png,0004c_num1.png,1
0004bb_num1.png,0004c_num2.png,1
0004bb_num1.png,0004c_num3.png,1
0004bb_num1.png,0004c_num4.png,1
0004bb_num1.png,0004cc_num1.png,1
0004c_num1.png,0004c_num2.png,1
0004c_num1.png,0004c_num3.png,1
0004c_num1.png,0004c_num4.png,1
0004c_num1.png,0004cc_num1.png,1
0004c_num2.png,0004c_num3.png,1
0004c_num2.png,0004c_num4.png,1
0004c_num2.png,0004cc_num1.png,1
0004c_num3.png,0004c_num4.png,1
0004c_num3.png,0004cc_num1.png,1
0004c_num4.png,0004cc_num1.png,1
0005a_num1.png,0005a_num2.png,1
0005a_num1.png,0005a_num3.png,1
0005a_num1.png,0005a_num4.png,1
0005a_num1.png,0005aa_num1.png,1
0005a_num1.png,0005b_num1.png,1
0005a_num1.png,0005b_num2.png,1
0005a_num1.png,0005b_num3.png,1
0005a_num1.png,0005b_num5.png,1
0005a_num1.png,0005c_num1.png,1
0005a_num1.png,0005c_num2.png,1
0005a_num1.png,0005c_num3.png,1
0005a_num1.png,0005c_num4.png,1
0005a_num1.png,0005c_num5.png,1
0005a_num1.png,0005c_num6.png,1
0005a_num2.png,0005a_num3.png,1
0005a_num2.png,0005a_num4.png,1
0005a_num2.png,0005aa_num1.png,1
0005a_num2.png,0005b_num1.png,1
0005a_num2.png,0005b_num2.png,1
0005a_num2.png,0005b_num3.png,1
0005a_num2.png,0005b_num5.png,1
0005a_num2.png,0005c_num1.png,1
0005a_num2.png,0005c_num2.png,1
0005a_num2.png,0005c_num3.png,1
0005a_num2.png,0005c_num4.png,1
0005a_num2.png,0005c_num5.png,1
0005a_num2.png,0005c_num6.png,1
0005a_num3.png,0005a_num4.png,1
0005a_num3.png,0005aa_num1.png,1
0005a_num3.png,0005b_num1.png,1
0005a_num3.png,0005b_num2.png,1
0005a_num3.png,0005b_num3.png,1
0005a_num3.png,0005b_num5.png,1
0005a_num3.png,0005c_num1.png,1
0005a_num3.png,0005c_num2.png,1
0005a_num3.png,0005c_num3.png,1
0005a_num3.png,0005c_num4.png,1
0005a_num3.png,0005c_num5.png,1
0005a_num3.png,0005c_num6.png,1
0005a_num4.png,0005aa_num1.png,1
0005a_num4.png,0005b_num1.png,1
0005a_num4.png,0005b_num2.png,1
0005a_num4.png,0005b_num3.png,1
0005a_num4.png,0005b_num5.png,1
0005a_num4.png,0005c_num1.png,1
0005a_num4.png,0005c_num2.png,1
0005a_num4.png,0005c_num3.png,1
0005a_num4.png,0005c_num4.png,1
0005a_num4.png,0005c_num5.png,1
0005a_num4.png,0005c_num6.png,1
0005aa_num1.png,0005b_num1.png,1
0005aa_num1.png,0005b_num2.png,1
0005aa_num1.png,0005b_num3.png,1
0005aa_num1.png,0005b_num5.png,1
0005aa_num1.png,0005c_num1.png,1
0005aa_num1.png,0005c_num2.png,1
0005aa_num1.png,0005c_num3.png,1
0005aa_num1.png,0005c_num4.png,1
0005aa_num1.png,0005c_num5.png,1
0005aa_num1.png,0005c_num6.png,1
0005b_num1.png,0005b_num2.png,1
0005b_num1.png,0005b_num3.png,1
0005b_num1.png,0005b_num5.png,1
0005b_num1.png,0005c_num1.png,1
0005b_num1.png,0005c_num2.png,1
0005b_num1.png,0005c_num3.png,1
0005b_num1.png,0005c_num4.png,1
0005b_num1.png,0005c_num5.png,1
0005b_num1.png,0005c_num6.png,1
0005b_num2.png,0005b_num3.png,1
0005b_num2.png,0005b_num5.png,1
0005b_num2.png,0005c_num1.png,1
0005b_num2.png,0005c_num2.png,1
0005b_num2.png,0005c_num3.png,1
0005b_num2.png,0005c_num4.png,1
0005b_num2.png,0005c_num5.png,1
0005b_num2.png,0005c_num6.png,1
0005b_num3.png,0005b_num5.png,1
0005b_num3.png,0005c_num1.png,1
0005b_num3.png,0005c_num2.png,1
0005b_num3.png,0005c_num3.png,1
0005b_num3.png,0005c_num4.png,1
0005b_num3.png,0005c_num5.png,1
0005b_num3.png,0005c_num6.png,1
0005b_num5.png,0005c_num1.png,1
0005b_num5.png,0005c_num2.png,1
0005b_num5.png,0005c_num3.png,1
0005b_num5.png,0005c_num4.png,1
0005b_num5.png,0005c_num5.png,1
0005b_num5.png,0005c_num6.png,1
0005c_num1.png,0005c_num2.png,1
0005c_num1.png,0005c_num3.png,1
0005c_num1.png,0005c_num4.png,1
0005c_num1.png,0005c_num5.png,1
0005c_num1.png,0005c_num6.png,1
0005c_num2.png,0005c_num3.png,1
0005c_num2.png,0005c_num4.png,1
0005c_num2.png,0005c_num5.png,1
0005c_num2.png,0005c_num6.png,1
0005c_num3.png,0005c_num4.png,1
0005c_num3.png,0005c_num5.png,1
0005c_num3.png,0005c_num6.png,1
0005c_num4.png,0005c_num5.png,1
0005c_num4.png,0005c_num6.png,1
0005c_num5.png,0005c_num6.png,1
0006a_num1.png,0006a_num2.png,1
0006a_num1.png,0006a_num3.png,1
0006a_num1.png,0006b_num1.png,1
0006a_num1.png,0006b_num2.png,1
0006a_num1.png,0006b_num3.png,1
0006a_num1.png,0006b_num4.png,1
0006a_num1.png,0006b_num5.png,1
0006a_num1.png,0006c_num1.png,1
0006a_num1.png,0006c_num2.png,1
0006a_num1.png,0006c_num4.png,1
0006a_num2.png,0006a_num3.png,1
0006a_num2.png,0006b_num1.png,1
0006a_num2.png,0006b_num2.png,1
0006a_num2.png,0006b_num3.png,1
0006a_num2.png,0006b_num4.png,1
0006a_num2.png,0006b_num5.png,1
0006a_num2.png,0006c_num1.png,1
0006a_num2.png,0006c_num2.png,1
0006a_num2.png,0006c_num4.png,1
0006a_num3.png,0006b_num1.png,1
0006a_num3.png,0006b_num2.png,1
0006a_num3.png,0006b_num3.png,1
0006a_num3.png,0006b_num4.png,1
0006a_num3.png,0006b_num5.png,1
0006a_num3.png,0006c_num1.png,1
0006a_num3.png,0006c_num2.png,1
0006a_num3.png,0006c_num4.png,1
0006b_num1.png,0006b_num2.png,1
0006b_num1.png,0006b_num3.png,1
0006b_num1.png,0006b_num4.png,1
0006b_num1.png,0006b_num5.png,1
0006b_num1.png,0006c_num1.png,1
0006b_num1.png,0006c_num2.png,1
0006b_num1.png,0006c_num4.png,1
0006b_num2.png,0006b_num3.png,1
0006b_num2.png,0006b_num4.png,1
0006b_num2.png,0006b_num5.png,1
0006b_num2.png,0006c_num1.png,1
0006b_num2.png,0006c_num2.png,1
0006b_num2.png,0006c_num4.png,1
0006b_num3.png,0006b_num4.png,1
0006b_num3.png,0006b_num5.png,1
0006b_num3.png,0006c_num1.png,1
0006b_num3.png,0006c_num2.png,1
0006b_num3.png,0006c_num4.png,1
0006b_num4.png,0006b_num5.png,1
0006b_num4.png,0006c_num1.png,1
0006b_num4.png,0006c_num2.png,1
0006b_num4.png,0006c_num4.png,1
0006b_num5.png,0006c_num1.png,1
0006b_num5.png,0006c_num2.png,1
0006b_num5.png,0006c_num4.png,1
0006c_num1.png,0006c_num2.png,1
0006c_num1.png,0006c_num4.png,1
0006c_num2.png,0006c_num4.png,1
0007a_num2.png,0007a_num3.png,1
0007a_num2.png,0007a_num4.png,1
0007a_num2.png,0007a_num5.png,1
0007a_num2.png,0007b_num1.png,1
0007a_num2.png,0007b_num2.png,1
0007a_num2.png,0007b_num3.png,1
0007a_num2.png,0007b_num4.png,1
0007a_num2.png,0007c_num1.png,1
0007a_num2.png,0007c_num4.png,1
0007a_num2.png,0007c_num5.png,1
0007a_num3.png,0007a_num4.png,1
0007a_num3.png,0007a_num5.png,1
0007a_num3.png,0007b_num1.png,1
0007a_num3.png,0007b_num2.png,1
0007a_num3.png,0007b_num3.png,1
0007a_num3.png,0007b_num4.png,1
0007a_num3.png,0007c_num1.png,1
0007a_num3.png,0007c_num4.png,1
0007a_num3.png,0007c_num5.png,1
0007a_num4.png,0007a_num5.png,1
0007a_num4.png,0007b_num1.png,1
0007a_num4.png,0007b_num2.png,1
0007a_num4.png,0007b_num3.png,1
0007a_num4.png,0007b_num4.png,1
0007a_num4.png,0007c_num1.png,1
0007a_num4.png,0007c_num4.png,1
0007a_num4.png,0007c_num5.png,1
0007a_num5.png,0007b_num1.png,1
0007a_num5.png,0007b_num2.png,1
0007a_num5.png,0007b_num3.png,1
0007a_num5.png,0007b_num4.png,1
0007a_num5.png,0007c_num1.png,1
0007a_num5.png,0007c_num4.png,1
0007a_num5.png,0007c_num5.png,1
0007b_num1.png,0007b_num2.png,1
0007b_num1.png,0007b_num3.png,1
0007b_num1.png,0007b_num4.png,1
0007b_num1.png,0007c_num1.png,1
0007b_num1.png,0007c_num4.png,1
0007b_num1.png,0007c_num5.png,1
0007b_num2.png,0007b_num3.png,1
0007b_num2.png,0007b_num4.png,1
0007b_num2.png,0007c_num1.png,1
0007b_num2.png,0007c_num4.png,1
0007b_num2.png,0007c_num5.png,1
0007b_num3.png,0007b_num4.png,1
0007b_num3.png,0007c_num1.png,1
0007b_num3.png,0007c_num4.png,1
0007b_num3.png,0007c_num5.png,1
0007b_num4.png,0007c_num1.png,1
0007b_num4.png,0007c_num4.png,1
0007b_num4.png,0007c_num5.png,1
0007c_num1.png,0007c_num4.png,1
0007c_num1.png,0007c_num5.png,1
0007c_num4.png,0007c_num5.png,1
0008a_num1.png,0008a_num2.png,1
0008a_num1.png,0008a_num3.png,1
0008a_num1.png,0008a_num4.png,1
0008a_num1.png,0008a_num5.png,1
0008a_num1.png,0008a_num6.png,1
0008a_num1.png,0008b_num1.png,1
0008a_num1.png,0008b_num2.png,1
0008a_num1.png,0008b_num3.png,1
0008a_num1.png,0008b_num4.png,1
0008a_num1.png,0008c_num1.png,1
0008a_num1.png,0008c_num2.png,1
0008a_num1.png,0008c_num3.png,1
0008a_num1.png,0008c_num4.png,1
0008a_num2.png,0008a_num3.png,1
0008a_num2.png,0008a_num4.png,1
0008a_num2.png,0008a_num5.png,1
0008a_num2.png,0008a_num6.png,1
0008a_num2.png,0008b_num1.png,1
0008a_num2.png,0008b_num2.png,1
0008a_num2.png,0008b_num3.png,1
0008a_num2.png,0008b_num4.png,1
0008a_num2.png,0008c_num1.png,1
0008a_num2.png,0008c_num2.png,1
0008a_num2.png,0008c_num3.png,1
0008a_num2.png,0008c_num4.png,1
0008a_num3.png,0008a_num4.png,1
0008a_num3.png,0008a_num5.png,1
0008a_num3.png,0008a_num6.png,1
0008a_num3.png,0008b_num1.png,1
0008a_num3.png,0008b_num2.png,1
0008a_num3.png,0008b_num3.png,1
0008a_num3.png,0008b_num4.png,1
0008a_num3.png,0008c_num1.png,1
0008a_num3.png,0008c_num2.png,1
0008a_num3.png,0008c_num3.png,1
0008a_num3.png,0008c_num4.png,1
0008a_num4.png,0008a_num5.png,1
0008a_num4.png,0008a_num6.png,1
0008a_num4.png,0008b_num1.png,1
0008a_num4.png,0008b_num2.png,1
0008a_num4.png,0008b_num3.png,1
0008a_num4.png,0008b_num4.png,1
0008a_num4.png,0008c_num1.png,1
0008a_num4.png,0008c_num2.png,1
0008a_num4.png,0008c_num3.png,1
0008a_num4.png,0008c_num4.png,1
0008a_num5.png,0008a_num6.png,1
0008a_num5.png,0008b_num1.png,1
0008a_num5.png,0008b_num2.png,1
0008a_num5.png,0008b_num3.png,1
0008a_num5.png,0008b_num4.png,1
0008a_num5.png,0008c_num1.png,1
0008a_num5.png,0008c_num2.png,1
0008a_num5.png,0008c_num3.png,1
0008a_num5.png,0008c_num4.png,1
0008a_num6.png,0008b_num1.png,1
0008a_num6.png,0008b_num2.png,1
0008a_num6.png,0008b_num3.png,1
0008a_num6.png,0008b_num4.png,1
0008a_num6.png,0008c_num1.png,1
0008a_num6.png,0008c_num2.png,1
0008a_num6.png,0008c_num3.png,1
0008a_num6.png,0008c_num4.png,1
0008b_num1.png,0008b_num2.png,1
0008b_num1.png,0008b_num3.png,1
0008b_num1.png,0008b_num4.png,1
0008b_num1.png,0008c_num1.png,1
0008b_num1.png,0008c_num2.png,1
0008b_num1.png,0008c_num3.png,1
0008b_num1.png,0008c_num4.png,1
0008b_num2.png,0008b_num3.png,1
0008b_num2.png,0008b_num4.png,1
0008b_num2.png,0008c_num1.png,1
0008b_num2.png,0008c_num2.png,1
0008b_num2.png,0008c_num3.png,1
0008b_num2.png,0008c_num4.png,1
0008b_num3.png,0008b_num4.png,1
0008b_num3.png,0008c_num1.png,1
0008b_num3.png,0008c_num2.png,1
0008b_num3.png,0008c_num3.png,1
0008b_num3.png,0008c_num4.png,1
0008b_num4.png,0008c_num1.png,1
0008b_num4.png,0008c_num2.png,1
0008b_num4.png,0008c_num3.png,1
0008b_num4.png,0008c_num4.png,1
0008c_num1.png,0008c_num2.png,1
0008c_num1.png,0008c_num3.png,1
0008c_num1.png,0008c_num4.png,1
0008c_num2.png,0008c_num3.png,1
0008c_num2.png,0008c_num4.png,1
0008c_num3.png,0008c_num4.png,1
0009a_num1.png,0009a_num2.png,1
0009a_num1.png,0009a_num3.png,1
0009a_num1.png,0009a_num5.png,1
0009a_num1.png,0009b_num1.png,1
0009a_num1.png,0009b_num2.png,1
0009a_num1.png,0009b_num4.png,1
0009a_num1.png,0009b_num5.png,1
0009a_num1.png,0009b_num6.png,1
0009a_num1.png,0009c_num1.png,1
0009a_num1.png,0009c_num2.png,1
0009a_num1.png,0009c_num3.png,1
0009a_num1.png,0009c_num4.png,1
0009a_num2.png,0009a_num3.png,1
0009a_num2.png,0009a_num5.png,1
0009a_num2.png,0009b_num1.png,1
0009a_num2.png,0009b_num2.png,1
0009a_num2.png,0009b_num4.png,1
0009a_num2.png,0009b_num5.png,1
0009a_num2.png,0009b_num6.png,1
0009a_num2.png,0009c_num1.png,1
0009a_num2.png,0009c_num2.png,1
0009a_num2.png,0009c_num3.png,1
0009a_num2.png,0009c_num4.png,1
0009a_num3.png,0009a_num5.png,1
0009a_num3.png,0009b_num1.png,1
0009a_num3.png,0009b_num2.png,1
0009a_num3.png,0009b_num4.png,1
0009a_num3.png,0009b_num5.png,1
0009a_num3.png,0009b_num6.png,1
0009a_num3.png,0009c_num1.png,1
0009a_num3.png,0009c_num2.png,1
0009a_num3.png,0009c_num3.png,1
0009a_num3.png,0009c_num4.png,1
0009a_num5.png,0009b_num1.png,1
0009a_num5.png,0009b_num2.png,1
0009a_num5.png,0009b_num4.png,1
0009a_num5.png,0009b_num5.png,1
0009a_num5.png,0009b_num6.png,1
0009a_num5.png,0009c_num1.png,1
0009a_num5.png,0009c_num2.png,1
0009a_num5.png,0009c_num3.png,1
0009a_num5.png,0009c_num4.png,1
0009b_num1.png,0009b_num2.png,1
0009b_num1.png,0009b_num4.png,1
0009b_num1.png,0009b_num5.png,1
0009b_num1.png,0009b_num6.png,1
0009b_num1.png,0009c_num1.png,1
0009b_num1.png,0009c_num2.png,1
0009b_num1.png,0009c_num3.png,1
0009b_num1.png,0009c_num4.png,1
0009b_num2.png,0009b_num4.png,1
0009b_num2.png,0009b_num5.png,1
