img_id_A,img_id_B,target
0359a,1370c,0
0359a,1426b,0
0359a,1463a,0
0359a,1463b,0
0359a,1463c,0
0359a,1468a,0
0359a,1483a,0
0359a,1483b,0
0359a,1488a,0
0359a,1488c,0
0359a,1534c,0
0359a,0491b,0
0359a,1119a,0
0359a,1119b,0
0359a,1119c,0
0359a,1129c,0
0359a,1344a,0
0359a,1344b,0
0359a,1344c,0
0359a,1489c,0
0359a,1516a,0
0359a,1516b,0
0359a,0306a,0
0359a,1309b,0
0359a,1458a,0
0359a,1458b,0
0359a,1458c,0
0359a,0414a,0
0359a,0414b,0
0359a,0414c,0
0359a,0419a,0
0359a,0539a,0
0359a,0539b,0
0359a,0539c,0
0359a,0576c,0
0359a,0579c,0
0359a,1137b,0
0359a,1137c,0
0359a,1164c,0
0359a,1180a,0
0359a,1375b,0
0359a,1375c,0
0359a,0333b,0
0359a,0381a,0
0359a,0411c,0
0359a,1352b,0
0359a,1352c,0
0359a,1393a,0
0359a,1393b,0
0359a,1393c,0
0359a,1394a,0
0359a,0351c,0
0359a,0424a,0
0359a,0424c,0
0359a,0496c,0
0359a,0496d,0
0359a,1257b,0
0359a,1257c,0
0359a,1447a,0
0359a,0458c,0
0359a,1284b,0
0359a,1284c,0
0359a,0477a,0
0359a,0477b,0
0359a,1180b,0
0359a,1442a,0
0359a,1454a,0
0359a,1472c,0
0359a,1531b,0
0359a,0536a,0
0359a,0560c,0
0359a,1153a,0
0359a,1382a,0
0359a,1402a,0
0359a,1417c,0
0359a,1520a,0
0359a,1521a,0
0359a,1543b,0
0359a,1543c,0
0359a,0597c,0
0359a,0355c,0
0359a,0374c,0
0359a,0396c,0
0359a,0550a,0
0359a,1366a,0
0359a,1366b,0
0359a,1413a,0
0359a,1413b,0
0359a,1413c,0
0359a,0307a,0
0359a,0363c,0
0359a,1176b,0
0359a,1255a,0
0359a,1255b,0
0359a,1234a,0
0359a,1236a,0
0359a,1149a,0
0359a,1149b,0
0359a,1416a,0
0359a,0491c,0
0359a,1134a,0
0359a,1144b,0
0359a,1424a,0
0359a,1424b,0
0359a,1424c,0
0359a,1471b,0
0359a,0307b,0
0359a,0569c,0
0359a,0472a,0
0359a,1268a,0
0359a,1268b,0
0359a,1268c,0
0359a,1433a,0
0359a,1433b,0
0359a,1433c,0
0359a,0596a,0
0359a,1129a,0
0359a,1131a,0
0359a,1131b,0
0359a,1252a,0
0359a,1252b,0
0359a,1329a,0
0359a,1364c,0
0359a,1531c,0
0359a,0377a,0
0359a,0575c,0
0359a,1494a,0
0359a,1494b,0
0359a,1498a,0
0359a,1498b,0
0359a,0335a,0
0359a,0335b,0
0359a,0335c,0
0359a,0349a,0
0359a,0314b,0
0359a,1152b,0
0359a,1229c,0
0359a,1329b,0
0359a,1330a,0
0359a,1330b,0
0359a,1330c,0
0359a,1451a,0
0359a,0402b,0
0359a,0472c,0
0359a,1236c,0
0359a,0461a,0
0359a,1361b,0
0359a,0432a,0
0359a,0432c,0
0359a,0544a,0
0359a,0592b,0
0359a,0593a,0
0359a,1134b,0
0359a,1134c,0
0359a,1135b,0
0359a,1227b,0
0359a,1432a,0
0359a,0537a,0
0359a,1303c,0
0359a,0550b,0
0359a,0557c,0
0359a,1460a,0
0359a,1460b,0
0359a,1231a,0
0359a,1231b,0
0359a,1231c,0
0359a,1236b,0
0359a,1243a,0
0359a,0350b,0
0359a,1219a,0
0359a,0531a,0
0359a,0531b,0
0359a,0531c,0
0359a,1375a,0
0359a,1448a,0
0359a,1448b,0
0359a,1448c,0
0359a,1554a,0
0359a,1554b,0
0359a,1554c,0
0359a,0381b,0
0359a,0411b,0
0359a,0562a,0
0359a,0570c,0
0359a,0577b,0
0359a,0577c,0
0359a,1181a,0
0359a,1260a,0
0359a,1260b,0
0359a,1260c,0
0359a,1341a,0
0359a,1341b,0
0359a,1341c,0
0359a,1343a,0
0359a,1343b,0
0359a,1475a,0
0359a,1476a,0
0359a,0316b,0
0359a,0345a,0
0359a,1411a,0
0359a,1411b,0
0359a,1411c,0
0359a,1468b,0
0359a,1468c,0
0359a,1502b,0
0359a,0375a,0
0359a,1451c,0
0359a,0489c,0
0359a,1219b,0
0359a,1090c,0
0359a,1097a,0
0359a,1237a,0
0359a,1237b,0
0359a,1296c,0
0359a,1365c,0
0359a,0365a,0
0359a,0550c,0
0359a,1336a,0
0359a,1336b,0
0359a,1336c,0
0359a,0336a,0
0359a,0338a,0
0359a,1257a,0
0359a,1490b,0
0359a,0301a,0
0359a,1314a,0
0359a,1441a,0
0359a,1441b,0
0359a,1441c,0
0359a,1444a,0
0359a,1513b,0
0359a,0372a,0
0359a,0411a,0
0359a,1096a,0
0359a,1267c,0
0359a,1475b,0
0359a,1222c,0
0359a,1429b,0
0359a,1429c,0
0359a,1461b,0
0359a,1461c,0
0359a,0896a,0
0359a,0896c,0
0359a,0318c,0
0359a,0365b,0
0359a,1207c,0
0359a,0334a,0
0359a,1267a,0
0359a,1534a,0
0359a,1563a,0
0359a,0571a,0
0359a,1129b,0
0359a,1144c,0
0359a,1180c,0
0359a,1442b,0
0359a,1442c,0
0359a,1531a,0
0359a,1245c,0
0359a,1366c,0
0359a,1255c,0
0359a,1267b,0
0359a,0321a,0
0359a,0458b,0
0359a,0307c,0
0359a,0389c,0
0359a,1165b,0
0359a,0483a,0
0359a,0491a,0
0359a,0562c,0
0359a,1391b,0
0359a,1517c,0
0359a,0338c,0
0359a,0532b,0
0359a,0532c,0
0359a,1398c,0
0359a,1484b,0
0359a,0381c,0
0359a,0429b,0
0359a,0510c,0
0359a,1174a,0
0359a,1547a,0
0359a,1547b,0
0359a,1547c,0
0359a,0337a,0
0359a,0354b,0
0359a,1153b,0
0359a,1153c,0
0359a,1552a,0
0359a,1552b,0
0359a,1552c,0
0359a,1329c,0
0359a,1039c,0
0359a,0560a,0
0359a,0560b,0
0359a,0334b,0
0359a,0597b,0
0359a,1230b,0
0359a,1513a,0
0359a,1374b,0
0359a,1374c,0
0359a,0349b,0
0359a,0313c,0
0359a,0319a,0
0359a,0319c,0
0359a,0353a,0
0359a,1201a,0
0359a,1551a,0
0359a,1551b,0
0359a,1551c,0
0359a,0456b,0
0359a,0456c,0
0359a,0461b,0
0359a,0536b,0
0359a,1123c,0
0359a,1146a,0
0359a,1146b,0
0359a,1146c,0
0359a,1204a,0
0359a,1364a,0
0359a,0492a,0
0359a,0492b,0
0359a,0492c,0
0359a,0555b,0
0359a,0555c,0
0359a,1335b,0
0359a,1335c,0
0359a,0301b,0
0359a,0306b,0
0359a,0594a,0
0359a,1497a,0
0359a,1497b,0
0359a,1562b,0
0359a,0373a,0
0359a,1091b,0
0359a,1123b,0
0359a,1521c,0
0359a,0373b,0
0359a,1431c,0
0359a,1520c,0
0359a,1482a,0
0359a,1493a,0
0359a,1493b,0
0359a,1508b,0
0359a,0431c,0
0359a,1365a,0
0359a,0449c,0
0359a,0515a,0
0359a,0538a,0
0359a,0538b,0
0359a,0538c,0
0359a,0445a,0
0359a,0445b,0
0359a,1440c,0
0359a,1450b,0
0359a,1237c,0
0577a,1120a,0
0577a,1120b,0
0577a,1120c,0
0577a,1121a,0
0577a,1121b,0
0577a,1121c,0
0577a,1229b,0
0577a,1302a,0
0577a,1302b,0
0577a,1302c,0
0577a,1305a,0
0577a,1305b,0
0577a,1305c,0
0577a,1386a,0
0577a,1386b,0
0577a,1386c,0
0577a,1391c,0
0577a,1489a,0
0577a,1489b,0
0577a,1517a,0
0577a,1517b,0
0577a,0331b,0
0577a,0367a,0
0577a,0367b,0
0577a,0367c,0
0577a,0379b,0
0577a,0458a,0
0577a,0565a,0
0577a,0565b,0
0577a,0565c,0
0577a,1254c,0
0577a,1362a,0
0577a,1362b,0
0577a,1446a,0
0577a,1446b,0
0577a,1446c,0
0577a,1454b,0
0577a,1454c,0
0577a,1455a,0
0577a,1455b,0
0577a,1455c,0
0577a,1510b,0
0577a,1510c,0
0577a,1534b,0
0577a,1540b,0
0577a,1300a,0
0577a,1300b,0
0577a,1300c,0
0577a,1309a,0
0577a,1453a,0
0577a,1453b,0
0577a,1453c,0
0577a,1482b,0
0577a,1518c,0
0577a,1543a,0
0577a,0584a,0
0577a,0584b,0
0577a,0584c,0
0577a,1127a,0
0577a,1127b,0
0577a,1127c,0
0577a,1274a,0
0577a,1284a,0
0577a,1360b,0
0577a,1364b,0
0577a,1490c,0
0577a,1491a,0
0577a,1491b,0
0577a,0321c,0
0577a,0451a,0
0577a,0503a,0
0577a,0503b,0
0577a,0561a,0
0577a,0561b,0
0577a,0571b,0
0577a,0600a,0
0577a,0600b,0
0577a,0600c,0
0577a,1137a,0
0577a,1230a,0
0577a,1230c,0
0577a,1248a,0
0577a,1248b,0
0577a,1248c,0
0577a,1335a,0
0577a,1378b,0
0577a,1378c,0
0577a,1432c,0
0577a,1481a,0
0577a,1481b,0
0577a,1481c,0
0577a,1487a,0
0577a,1512b,0
0577a,1512c,0
0577a,1528c,0
0577a,1565a,0
0577a,0338b,0
0577a,0422a,0
0577a,0422b,0
0577a,0422c,0
0577a,0472b,0
0577a,1227a,0
0577a,1382c,0
0577a,1445a,0
0577a,1445b,0
0577a,1445c,0
0577a,1486a,0
0577a,1510a,0
0577a,1545a,0
0577a,1545b,0
0577a,1545c,0
0577a,0379c,0
0577a,1282b,0
0577a,1289a,0
0577a,1289b,0
0577a,1289c,0
0577a,1452b,0
0577a,1565b,0
0577a,1565c,0
0577a,0552a,0
0577a,0552b,0
0577a,0552c,0
0577a,1261b,0
0577a,1307a,0
0577a,1362c,0
0577a,1491c,0
0577a,1492a,0
0577a,1492b,0
0577a,1492c,0
0577a,0366a,0
0577a,0434b,0
0577a,0496f,0
0577a,1382b,0
0577a,1416b,0
0577a,1518a,0
0577a,0374b,0
0577a,0544b,0
0577a,0579a,0
0577a,1320a,0
0577a,1320b,0
0577a,1320c,0
0577a,1334a,0
0577a,1370a,0
0577a,1370b,0
0577a,1370c,0
0577a,1426b,0
0577a,1463a,0
0577a,1463b,0
0577a,1463c,0
0577a,1468a,0
0577a,1483a,0
0577a,1483b,0
0577a,1488a,0
0577a,1488c,0
0577a,1534c,0
0577a,0491b,0
0577a,1119a,0
0577a,1119b,0
0577a,1119c,0
0577a,1129c,0
0577a,1344a,0
0577a,1344b,0
0577a,1344c,0
0577a,1489c,0
0577a,1516a,0
0577a,1516b,0
0577a,0306a,0
0577a,1309b,0
0577a,1458a,0
0577a,1458b,0
0577a,1458c,0
0577a,0414a,0
0577a,0414b,0
0577a,0414c,0
0577a,0419a,0
0577a,0539a,0
0577a,0539b,0
0577a,0539c,0
0577a,0576c,0
0577a,0579c,0
0577a,1137b,0
0577a,1137c,0
0577a,1164c,0
0577a,1180a,0
0577a,1375b,0
0577a,1375c,0
0577a,0333b,0
0577a,0381a,0
0577a,0411c,0
0577a,1352b,0
0577a,1352c,0
0577a,1393a,0
0577a,1393b,0
0577a,1393c,0
0577a,1394a,0
0577a,0351c,0
0577a,0424a,0
0577a,0424c,0
0577a,0496c,0
0577a,0496d,0
0577a,1257b,0
0577a,1257c,0
0577a,1447a,0
0577a,0458c,0
0577a,1284b,0
0577a,1284c,0
0577a,0477a,0
0577a,0477b,0
0577a,1180b,0
0577a,1442a,0
0577a,1454a,0
0577a,1472c,0
0577a,1531b,0
0577a,0536a,0
0577a,0560c,0
0577a,1153a,0
0577a,1382a,0
0577a,1402a,0
0577a,1417c,0
0577a,1520a,0
0577a,1521a,0
0577a,1543b,0
0577a,1543c,0
0577a,0597c,0
0577a,0355c,0
0577a,0374c,0
0577a,0396c,0
0577a,0550a,0
0577a,1366a,0
0577a,1366b,0
0577a,1413a,0
0577a,1413b,0
0577a,1413c,0
0577a,0307a,0
0577a,0363c,0
0577a,1176b,0
0577a,1255a,0
0577a,1255b,0
0577a,1234a,0
0577a,1236a,0
0577a,1149a,0
0577a,1149b,0
0577a,1416a,0
0577a,0491c,0
0577a,1134a,0
0577a,1144b,0
0577a,1424a,0
0577a,1424b,0
0577a,1424c,0
0577a,1471b,0
0577a,0307b,0
0577a,0569c,0
0577a,0472a,0
0577a,1268a,0
0577a,1268b,0
0577a,1268c,0
0577a,1433a,0
0577a,1433b,0
0577a,1433c,0
0577a,0596a,0
0577a,1129a,0
0577a,1131a,0
0577a,1131b,0
0577a,1252a,0
0577a,1252b,0
0577a,1329a,0
0577a,1364c,0
0577a,1531c,0
0577a,0377a,0
0577a,0575c,0
0577a,1494a,0
0577a,1494b,0
0577a,1498a,0
0577a,1498b,0
0577a,0335a,0
0577a,0335b,0
0577a,0335c,0
0577a,0349a,0
0577a,0314b,0
0577a,1152b,0
0577a,1229c,0
0577a,1329b,0
0577a,1330a,0
0577a,1330b,0
0577a,1330c,0
0577a,1451a,0
0577a,0402b,0
0577a,0472c,0
0577a,1236c,0
0577a,0461a,0
0577a,1361b,0
0577a,0432a,0
0577a,0432c,0
0577a,0544a,0
0577a,0592b,0
0577a,0593a,0
0577a,1134b,0
0577a,1134c,0
0577a,1135b,0
0577a,1227b,0
0577a,1432a,0
0577a,0537a,0
0577a,1303c,0
0577a,0550b,0
0577a,0557c,0
0577a,1460a,0
0577a,1460b,0
0577a,1231a,0
0577a,1231b,0
0577a,1231c,0
0577a,1236b,0
0577a,1243a,0
0577a,0350b,0
0577a,1219a,0
0577a,0531a,0
0577a,0531b,0
0577a,0531c,0
0577a,1375a,0
0577a,1448a,0
0577a,1448b,0
0577a,1448c,0
0577a,1554a,0
0577a,1554b,0
0577a,1554c,0
0577a,0381b,0
0577a,0411b,0
0577a,0562a,0
0577a,0570c,0
0577a,1181a,0
0577a,1260a,0
0577a,1260b,0
0577a,1260c,0
0577a,1341a,0
0577a,1341b,0
0577a,1341c,0
0577a,1343a,0
0577a,1343b,0
0577a,1475a,0
0577a,1476a,0
0577a,0316b,0
0577a,0345a,0
0577a,1411a,0
0577a,1411b,0
0577a,1411c,0
0577a,1468b,0
0577a,1468c,0
0577a,1502b,0
0577a,0375a,0
0577a,1451c,0
0577a,0489c,0
0577a,1219b,0
0577a,1090c,0
0577a,1097a,0
0577a,1237a,0
0577a,1237b,0
0577a,1296c,0
0577a,1365c,0
0577a,0365a,0
0577a,0550c,0
0577a,1336a,0
0577a,1336b,0
0577a,1336c,0
0577a,0336a,0
0577a,0338a,0
0577a,1257a,0
0577a,1490b,0
0577a,0301a,0
0577a,1314a,0
0577a,1441a,0
0577a,1441b,0
0577a,1441c,0
0577a,1444a,0
0577a,1513b,0
0577a,0372a,0
0577a,0411a,0
0577a,1096a,0
0577a,1267c,0
0577a,1475b,0
0577a,1222c,0
0577a,1429b,0
0577a,1429c,0
0577a,1461b,0
0577a,1461c,0
0577a,0896a,0
0577a,0896c,0
0577a,0318c,0
0577a,0365b,0
0577a,1207c,0
0577a,0334a,0
0577a,1267a,0
0577a,1534a,0
0577a,1563a,0
0577a,0571a,0
0577a,1129b,0
0577a,1144c,0
0577a,1180c,0
0577a,1442b,0
0577a,1442c,0
0577a,1531a,0
0577a,1245c,0
0577a,1366c,0
0577a,1255c,0
0577a,1267b,0
0577a,0321a,0
0577a,0458b,0
0577a,0307c,0
0577a,0389c,0
0577a,1165b,0
0577a,0483a,0
0577a,0491a,0
0577a,0562c,0
0577a,1391b,0
0577a,1517c,0
0577a,0338c,0
0577a,0532b,0
0577a,0532c,0
0577a,1398c,0
0577a,1484b,0
0577a,0381c,0
0577a,0429b,0
0577a,0510c,0
0577a,1174a,0
0577a,1547a,0
0577a,1547b,0
0577a,1547c,0
0577a,0337a,0
0577a,0354b,0
0577a,1153b,0
0577a,1153c,0
0577a,1552a,0
0577a,1552b,0
0577a,1552c,0
0577a,1329c,0
0577a,1039c,0
0577a,0560a,0
0577a,0560b,0
0577a,0334b,0
0577a,0597b,0
0577a,1230b,0
0577a,1513a,0
0577a,1374b,0
0577a,1374c,0
0577a,0349b,0
0577a,0313c,0
0577a,0319a,0
0577a,0319c,0
0577a,0353a,0
0577a,1201a,0
0577a,1551a,0
0577a,1551b,0
0577a,1551c,0
0577a,0456b,0
0577a,0456c,0
0577a,0461b,0
0577a,0536b,0
0577a,1123c,0
0577a,1146a,0
0577a,1146b,0
0577a,1146c,0
0577a,1204a,0
0577a,1364a,0
0577a,0492a,0
0577a,0492b,0
0577a,0492c,0
0577a,0555b,0
0577a,0555c,0
0577a,1335b,0
0577a,1335c,0
0577a,0301b,0
0577a,0306b,0
0577a,0594a,0
0577a,1497a,0
0577a,1497b,0
0577a,1562b,0
0577a,0373a,0
0577a,1091b,0
0577a,1123b,0
0577a,1521c,0
0577a,0373b,0
0577a,1431c,0
0577a,1520c,0
0577a,1482a,0
0577a,1493a,0
0577a,1493b,0
0577a,1508b,0
0577a,0431c,0
0577a,1365a,0
0577a,0449c,0
0577a,0515a,0
0577a,0538a,0
0577a,0538b,0
0577a,0538c,0
0577a,0445a,0
0577a,0445b,0
0577a,1440c,0
0577a,1450b,0
0577a,1237c,0
0577a,0363b,0
0577a,1365b,0
0577a,0553b,0
1120a,1121a,0
1120a,1121b,0
1120a,1121c,0
1120a,1229b,0
1120a,1302a,0
1120a,1302b,0
1120a,1302c,0
1120a,1305a,0
1120a,1305b,0
1120a,1305c,0
1120a,1386a,0
1120a,1386b,0
1120a,1386c,0
1120a,1391c,0
1120a,1489a,0
1120a,1489b,0
1120a,1517a,0
1120a,1517b,0
1120a,0331b,0
1120a,0367a,0
1120a,0367b,0
1120a,0367c,0
1120a,0379b,0
1120a,0458a,0
1120a,0565a,0
1120a,0565b,0
1120a,0565c,0
1120a,1254c,0
1120a,1362a,0
1120a,1362b,0
1120a,1446a,0
1120a,1446b,0
1120a,1446c,0
1120a,1454b,0
1120a,1454c,0
1120a,1455a,0
1120a,1455b,0
1120a,1455c,0
1120a,1510b,0
1120a,1510c,0
1120a,1534b,0
1120a,1540b,0
1120a,1300a,0
1120a,1300b,0
1120a,1300c,0
1120a,1309a,0
1120a,1453a,0
1120a,1453b,0
1120a,1453c,0
1120a,1482b,0
1120a,1518c,0
1120a,1543a,0
1120a,0584a,0
1120a,0584b,0
1120a,0584c,0
1120a,1127a,0
1120a,1127b,0
1120a,1127c,0
1120a,1274a,0
1120a,1284a,0
1120a,1360b,0
1120a,1364b,0
1120a,1490c,0
1120a,1491a,0
1120a,1491b,0
1120a,0321c,0
1120a,0451a,0
1120a,0503a,0
1120a,0503b,0
1120a,0561a,0
1120a,0561b,0
1120a,0571b,0
1120a,0600a,0
1120a,0600b,0
1120a,0600c,0
1120a,1137a,0
1120a,1230a,0
1120a,1230c,0
1120a,1248a,0
1120a,1248b,0
1120a,1248c,0
1120a,1335a,0
1120a,1378b,0
1120a,1378c,0
1120a,1432c,0
1120a,1481a,0
1120a,1481b,0
1120a,1481c,0
1120a,1487a,0
1120a,1512b,0
1120a,1512c,0
1120a,1528c,0
1120a,1565a,0
1120a,0338b,0
1120a,0422a,0
1120a,0422b,0
1120a,0422c,0
1120a,0472b,0
1120a,1227a,0
1120a,1382c,0
1120a,1445a,0
1120a,1445b,0
1120a,1445c,0
1120a,1486a,0
1120a,1510a,0
1120a,1545a,0
1120a,1545b,0
1120a,1545c,0
1120a,0379c,0
1120a,1282b,0
1120a,1289a,0
1120a,1289b,0
1120a,1289c,0
1120a,1452b,0
1120a,1565b,0
1120a,1565c,0
1120a,0552a,0
1120a,0552b,0
1120a,0552c,0
1120a,1261b,0
1120a,1307a,0
1120a,1362c,0
1120a,1491c,0
1120a,1492a,0
1120a,1492b,0
1120a,1492c,0
1120a,0366a,0
1120a,0434b,0
1120a,0496f,0
1120a,1382b,0
1120a,1416b,0
1120a,1518a,0
1120a,0374b,0
1120a,0544b,0
1120a,0579a,0
1120a,1320a,0
1120a,1320b,0
1120a,1320c,0
1120a,1334a,0
1120a,1370a,0
1120a,1370b,0
1120a,1370c,0
1120a,1426b,0
1120a,1463a,0
1120a,1463b,0
1120a,1463c,0
1120a,1468a,0
1120a,1483a,0
1120a,1483b,0
1120a,1488a,0
1120a,1488c,0
1120a,1534c,0
1120a,0491b,0
1120a,1119a,0
1120a,1119b,0
1120a,1119c,0
1120a,1129c,0
1120a,1344a,0
1120a,1344b,0
1120a,1344c,0
1120a,1489c,0
1120a,1516a,0
1120a,1516b,0
1120a,0306a,0
1120a,1309b,0
1120a,1458a,0
1120a,1458b,0
1120a,1458c,0
1120a,0414a,0
1120a,0414b,0
1120a,0414c,0
1120a,0419a,0
1120a,0539a,0
1120a,0539b,0
1120a,0539c,0
1120a,0576c,0
1120a,0579c,0
1120a,1137b,0
1120a,1137c,0
1120a,1164c,0
1120a,1180a,0
1120a,1375b,0
1120a,1375c,0
1120a,0333b,0
1120a,0381a,0
1120a,0411c,0
1120a,1352b,0
1120a,1352c,0
1120a,1393a,0
1120a,1393b,0
1120a,1393c,0
1120a,1394a,0
1120a,0351c,0
1120a,0424a,0
1120a,0424c,0
1120a,0496c,0
1120a,0496d,0
1120a,1257b,0
1120a,1257c,0
1120a,1447a,0
1120a,0458c,0
1120a,1284b,0
1120a,1284c,0
1120a,0477a,0
1120a,0477b,0
1120a,1180b,0
1120a,1442a,0
1120a,1454a,0
1120a,1472c,0
1120a,1531b,0
1120a,0536a,0
1120a,0560c,0
1120a,1153a,0
1120a,1382a,0
1120a,1402a,0
1120a,1417c,0
1120a,1520a,0
1120a,1521a,0
1120a,1543b,0
1120a,1543c,0
1120a,0597c,0
1120a,0355c,0
1120a,0374c,0
1120a,0396c,0
1120a,0550a,0
1120a,1366a,0
1120a,1366b,0
1120a,1413a,0
1120a,1413b,0
1120a,1413c,0
1120a,0307a,0
1120a,0363c,0
1120a,1176b,0
1120a,1255a,0
1120a,1255b,0
1120a,1234a,0
1120a,1236a,0
1120a,1149a,0
1120a,1149b,0
1120a,1416a,0
1120a,0491c,0
1120a,1134a,0
1120a,1144b,0
1120a,1424a,0
1120a,1424b,0
1120a,1424c,0
1120a,1471b,0
1120a,0307b,0
1120a,0569c,0
1120a,0472a,0
1120a,1268a,0
1120a,1268b,0
1120a,1268c,0
1120a,1433a,0
1120a,1433b,0
1120a,1433c,0
1120a,0596a,0
1120a,1129a,0
1120a,1131a,0
1120a,1131b,0
1120a,1252a,0
1120a,1252b,0
1120a,1329a,0
1120a,1364c,0
1120a,1531c,0
1120a,0377a,0
1120a,0575c,0
1120a,1494a,0
1120a,1494b,0
1120a,1498a,0
1120a,1498b,0
1120a,0335a,0
1120a,0335b,0
1120a,0335c,0
1120a,0349a,0
1120a,0314b,0
1120a,1152b,0
1120a,1229c,0
1120a,1329b,0
1120a,1330a,0
1120a,1330b,0
1120a,1330c,0
1120a,1451a,0
1120a,0402b,0
1120a,0472c,0
1120a,1236c,0
1120a,0461a,0
1120a,1361b,0
1120a,0432a,0
1120a,0432c,0
1120a,0544a,0
1120a,0592b,0
1120a,0593a,0
1120a,1134b,0
1120a,1134c,0
1120a,1135b,0
1120a,1227b,0
1120a,1432a,0
1120a,0537a,0
1120a,1303c,0
1120a,0550b,0
1120a,0557c,0
1120a,1460a,0
1120a,1460b,0
1120a,1231a,0
1120a,1231b,0
1120a,1231c,0
1120a,1236b,0
1120a,1243a,0
1120a,0350b,0
1120a,1219a,0
1120a,0531a,0
1120a,0531b,0
1120a,0531c,0
1120a,1375a,0
1120a,1448a,0
1120a,1448b,0
1120a,1448c,0
1120a,1554a,0
1120a,1554b,0
1120a,1554c,0
1120a,0381b,0
1120a,0411b,0
1120a,0562a,0
1120a,0570c,0
1120a,0577b,0
1120a,0577c,0
1120a,1181a,0
1120a,1260a,0
1120a,1260b,0
1120a,1260c,0
1120a,1341a,0
1120a,1341b,0
1120a,1341c,0
1120a,1343a,0
1120a,1343b,0
1120a,1475a,0
1120a,1476a,0
1120a,0316b,0
1120a,0345a,0
1120a,1411a,0
1120a,1411b,0
1120a,1411c,0
1120a,1468b,0
1120a,1468c,0
1120a,1502b,0
1120a,0375a,0
1120a,1451c,0
1120a,0489c,0
1120a,1219b,0
1120a,1090c,0
1120a,1097a,0
1120a,1237a,0
1120a,1237b,0
1120a,1296c,0
1120a,1365c,0
1120a,0365a,0
1120a,0550c,0
1120a,1336a,0
1120a,1336b,0
1120a,1336c,0
1120a,0336a,0
1120a,0338a,0
1120a,1257a,0
1120a,1490b,0
1120a,0301a,0
1120a,1314a,0
1120a,1441a,0
1120a,1441b,0
1120a,1441c,0
1120a,1444a,0
1120a,1513b,0
1120a,0372a,0
1120a,0411a,0
1120a,1096a,0
1120a,1267c,0
1120a,1475b,0
1120a,1222c,0
1120a,1429b,0
1120a,1429c,0
1120a,1461b,0
1120a,1461c,0
1120a,0896a,0
1120a,0896c,0
1120a,0318c,0
1120a,0365b,0
1120a,1207c,0
1120a,0334a,0
1120a,1267a,0
1120a,1534a,0
1120a,1563a,0
1120a,0571a,0
1120a,1129b,0
1120a,1144c,0
1120a,1180c,0
1120a,1442b,0
1120a,1442c,0
